Counter,Tank1EPProcessTemperature,Tank1EPPumpSpeed,Tank1EPPumpFlow,Tank1ResisChk,EPEndRunDT,EPMassEndRunDT,BatchNo,PartName,Size,ProcessEntity,EP EQR,Start Mass,Final Mass,Percent Rem,Qty Rem,EPEndRunDT_CST,start_tank_chg,end_tank_chg,tank_chg_period,conduc_test_count,total_period_mass,group_index,fi_submitter_name,UnitDispo,Part
99,-59.44133,1418.659,6.881363,-65536,29:25.3,51:40.8,32317374,32317374-011,20mm,EPTank,BSC0051077,175.8,135.6,22.86689,40.2,29:25.3,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32317374-011
100,-59.41465,1409.458,7.074616,-65536,48:33.0,52:29.1,32317374,32317374-015,20mm,EPTank,BSC0051077,175.3,135.1,22.93212,40.2,48:33.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32317374-015
101,-59.3866,1413.087,6.695315,-65536,53:52.8,25:23.2,32411449,32411449-001,20mm,EPTank,BSC0051077,174.9,134.8,22.92739,40.1,53:52.8,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-001
102,-59.19491,1397.846,6.95768,-65536,53:52.8,25:36.4,32411449,32411449-002,20mm,EPTank,BSC0051077,176.8,136.4,22.85068,40.4,53:52.8,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-002
103,-59.33181,1417.984,6.978776,-65536,08:54.8,27:21.6,32411449,32411449-008,20mm,EPTank,BSC0051077,175.7,135.6,22.82299,40.1,08:54.8,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-008
104,-59.28505,1411.994,6.934057,-65536,08:54.8,27:53.9,32411449,32411449-010,20mm,EPTank,BSC0051077,175.3,135.5,22.70394,39.8,08:54.8,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-010
105,-59.35891,1398.236,6.93096,-65536,23:52.6,29:02.5,32411449,32411449-014,20mm,EPTank,BSC0051077,175.7,135.7,22.76608,40,23:52.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-014
106,-59.31179,1400.095,7.012678,-65536,23:52.6,29:16.4,32411449,32411449-015,20mm,EPTank,BSC0051077,176.5,136.2,22.83286,40.3,23:52.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,walkep5,*PASS,32411449-015
107,-59.3981,1368.246,6.959094,-65536,26:41.0,00:51.1,32377819,32377819-001,20mm,EPTank,BSC0051077,172.1,132.9,22.77745,39.2,26:41.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,durene,*PASS,32377819-001
108,-59.09686,1366.28,6.967064,-65536,26:41.0,01:21.4,32377819,32377819-005,20mm,EPTank,BSC0051077,175.6,136.4,22.32346,39.2,26:41.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,durene,*PASS,32377819-005
109,-59.35516,1368.857,7.021015,-65536,41:42.0,02:59.0,32377819,32377819-011,20mm,EPTank,BSC0051077,172.1,133.1,22.66124,39,41:42.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,durene,*PASS,32377819-011
110,-59.08257,1366.638,7.030635,-65536,41:42.0,02:45.8,32377819,32377819-010,20mm,EPTank,BSC0051077,175.5,135.4,22.849,40.1,41:42.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,durene,*PASS,32377819-010
111,-59.37322,1404.324,6.926026,-65536,56:39.6,03:43.4,32377819,32377819-015,20mm,EPTank,BSC0051077,175.7,136,22.59533,39.7,56:39.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,durene,WM98 - Crushed Anchor,32377819-015
112,-59.34972,1407.435,7.145636,-65536,13:45.4,27:11.6,32387130,32387130-003,27mm,EPTank,BSC0051077,281,213.2,24.12811,67.8,13:45.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-003
113,-59.34118,1395.845,7.045686,-65536,13:45.4,26:30.9,32387130,32387130-001,27mm,EPTank,BSC0051077,283,214.4,24.24028,68.6,13:45.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-001
114,-59.44818,1454.097,6.80808,-65536,33:15.7,28:29.3,32387130,32387130-007,27mm,EPTank,BSC0051077,282.4,213.3,24.46884,69.1,33:15.7,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-007
115,-59.37696,1446.883,6.978775,-65536,33:15.7,29:09.2,32387130,32387130-009,27mm,EPTank,BSC0051077,280.6,212.7,24.19815,67.9,33:15.7,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-009
116,-59.42887,1403.425,7.146289,-65536,52:53.6,31:10.1,32387130,32387130-013,27mm,EPTank,BSC0051077,283.2,212.7,24.89407,70.5,52:53.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-013
117,-59.38482,1399.346,6.872316,-65536,52:53.6,32:44.2,32387130,32387130-015,27mm,EPTank,BSC0051077,279.6,211.8,24.24893,67.8,52:53.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,mustapm,*PASS,32387130-015
118,-59.44689,1353.7,7.103565,-65536,07:32.4,59:37.2,32379360,32379360-009,35mm,EPTank,BSC0051077,389.9,307.9,21.03103,82,07:32.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,yangs86,*PASS,32379360-009
119,-59.19695,1375.922,6.82082,-65536,07:32.4,59:12.2,32379360,32379360-007,35mm,EPTank,BSC0051077,388.2,306.2,21.12313,82,07:32.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,yangs86,*PASS,32379360-007
120,-59.31097,1431.812,6.826436,-65536,30:54.9,01:30.0,32379360,32379360-014,35mm,EPTank,BSC0051077,390.5,306.6,21.48528,83.9,30:54.9,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,yangs86,*PASS,32379360-014
121,-59.35947,1400.967,7.007739,-65536,30:54.9,01:03.3,32379360,32379360-013,35mm,EPTank,BSC0051077,390.4,307.2,21.31148,83.2,30:54.9,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,yangs86,*PASS,32379360-013
122,-59.32223,1453.823,6.945343,-65536,49:18.6,36:35.7,32335690,32335690-004,20mm,EPTank,BSC0051077,174.8,135.5,22.48284,39.3,49:18.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32335690-004
123,-59.42017,1439.186,6.89753,-65536,49:18.6,37:01.6,32335690,32335690-005,20mm,EPTank,BSC0051077,175.3,135.7,22.58985,39.6,49:18.6,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32335690-005
124,-59.35965,1413.865,6.881647,-65536,04:24.0,39:40.1,32335690,32335690-010,20mm,EPTank,BSC0051077,175.7,136.7,22.19693,39,04:24.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32335690-010
125,-59.40758,1420.541,6.908565,-65536,04:24.0,40:07.4,32335690,32335690-011,20mm,EPTank,BSC0051077,175.5,136.4,22.2792,39.1,04:24.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32335690-011
126,-59.32887,1434.851,7.067929,-65536,27:34.9,53:47.1,32357521,32357521-005,20mm,EPTank,BSC0051077,175.9,138.2,21.43263,37.7,27:34.9,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32357521-005
127,-59.329,1449.774,6.997264,-65536,27:34.9,53:35.7,32357521,32357521-004,20mm,EPTank,BSC0051077,176.2,136.8,22.36095,39.4,27:34.9,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32357521-004
128,-59.36532,1474.683,7.023597,-65536,43:25.5,56:38.3,32357521,32357521-010,20mm,EPTank,BSC0051077,174.8,136.9,21.68192,37.9,43:25.5,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32357521-010
129,-59.43922,1475.215,6.784319,-65536,43:25.5,57:06.9,32357521,32357521-012,20mm,EPTank,BSC0051077,176.5,138,21.81303,38.5,43:25.5,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,tiwogra,*PASS,32357521-012
130,-59.3335,1401.008,6.805816,-65536,59:40.4,38:38.1,32334839,32334839-002,20mm,EPTank,BSC0051077,175.1,135.7,22.50143,39.4,59:40.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32334839-002
131,-59.29579,1423.824,7.061107,-65536,59:40.4,38:26.7,32334839,32334839-001,20mm,EPTank,BSC0051077,176.6,137.7,22.02718,38.9,59:40.4,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32334839-001
132,-59.37974,1450.729,6.993776,-65536,14:45.5,41:25.4,32334839,32334839-010,20mm,EPTank,BSC0051077,176.1,137.7,21.80579,38.4,14:45.5,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32334839-010
133,-59.26324,1440.698,7.044633,-65536,14:45.5,41:12.6,32334839,32334839-009,20mm,EPTank,BSC0051077,176.6,137.4,22.19706,39.2,14:45.5,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32334839-009
134,-58.8103,1470.858,7.748909,-65537,29:59.0,42:54.5,32334839,32334839-015,20mm,EPTank,BSC0051077,176.9,137.9,22.04635,39,29:59.0,9/16/2023 9:02,9/17/2023 1:29,0 days 16:27:30,2,2356,5,xionj32,*PASS,32334839-015
135,-58.8103,1470.858,7.748909,-65537,29:59.0,42:54.5,32334839,32334839-015,20mm,EPTank,BSC0051077,176.9,137.9,22.04635,39,29:59.0,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32334839-015
136,-59.43106,1390.288,6.96868,-65536,19:09.7,32:14.1,32378333,32378333-003,20mm,EPTank,BSC0051077,175.5,136.9,21.9943,38.6,19:09.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-003
137,-58.90286,1398.157,6.801176,-65536,19:09.7,31:53.3,32378333,32378333-001,20mm,EPTank,BSC0051077,174.3,135.4,22.31784,38.9,19:09.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-001
138,-59.36523,1404.675,7.054833,-65536,34:57.7,33:06.3,32378333,32378333-004,20mm,EPTank,BSC0051077,174.5,134.8,22.75072,39.7,34:57.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-004
139,-58.95962,1390.995,6.885063,-65536,34:57.7,33:21.2,32378333,32378333-005,20mm,EPTank,BSC0051077,176.3,135.5,23.14237,40.8,34:57.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-005
140,-59.35805,1377.108,6.924267,-65536,50:53.7,34:58.6,32378333,32378333-009,20mm,EPTank,BSC0051077,175,135.2,22.74286,39.8,50:53.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-009
141,-59.1941,1375.153,6.948749,-65536,50:53.7,34:34.7,32378333,32378333-007,20mm,EPTank,BSC0051077,175.6,135.5,22.83599,40.1,50:53.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-007
142,-59.23961,1394.119,6.797583,-65536,08:07.1,35:39.1,32378333,32378333-011,20mm,EPTank,BSC0051077,174.9,134,23.38479,40.9,08:07.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-011
143,-59.42232,1394.965,6.988155,-65536,08:07.1,35:12.6,32378333,32378333-010,20mm,EPTank,BSC0051077,176.2,136.1,22.75823,40.1,08:07.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,tiwogra,*PASS,32378333-010
144,-59.16823,1430.684,6.881494,-65536,25:04.1,59:26.4,32379301,32379301-001,20mm,EPTank,BSC0051077,172,132.2,23.13953,39.8,25:04.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-001
145,-59.29768,1435.644,7.062365,-65536,25:04.1,00:04.6,32379301,32379301-003,20mm,EPTank,BSC0051077,176.9,137.1,22.49859,39.8,25:04.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-003
146,-59.31551,1398.712,7.036234,-65536,42:20.2,02:16.7,32379301,32379301-008,20mm,EPTank,BSC0051077,176.1,135.2,23.22544,40.9,42:20.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-008
147,-59.46232,1426.789,7.109217,-65536,42:20.2,02:03.0,32379301,32379301-007,20mm,EPTank,BSC0051077,173.9,133.8,23.05923,40.1,42:20.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-007
148,-59.4146,1421.945,7.042331,-65536,00:57.2,03:05.9,32379301,32379301-015,20mm,EPTank,BSC0051077,170.8,132.1,22.65808,38.7,00:57.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-015
149,-59.12946,1418.365,6.79633,-65536,00:57.2,02:52.9,32379301,32379301-014,20mm,EPTank,BSC0051077,170.5,131.4,22.93255,39.1,00:57.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32379301-014
150,-59.356,1415.882,6.726463,-65536,15:52.7,13:54.3,32378335,32378335-003,20mm,EPTank,BSC0051077,176.3,137,22.29155,39.3,15:52.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32378335-003
151,-59.41967,1414.629,6.974288,-65536,15:52.7,13:29.6,32378335,32378335-001,20mm,EPTank,BSC0051077,176.4,136.7,22.50567,39.7,15:52.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,WM53-Laser Mismatch,32378335-001
152,-59.26132,1411.011,6.783349,-65536,31:12.0,15:42.3,32378335,32378335-009,20mm,EPTank,BSC0051077,178.5,139.4,21.90476,39.1,31:12.0,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32378335-009
153,-59.30947,1403.774,6.881874,-65536,31:12.0,15:19.1,32378335,32378335-007,20mm,EPTank,BSC0051077,177.5,138.1,22.19718,39.4,31:12.0,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32378335-007
154,-59.34973,1424.349,6.811198,-65536,48:43.2,16:44.8,32378335,32378335-014,20mm,EPTank,BSC0051077,176.5,136.7,22.54958,39.8,48:43.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,WM53-Laser Mismatch,32378335-014
155,-59.32713,1428.185,6.881307,-65536,48:43.2,16:30.5,32378335,32378335-013,20mm,EPTank,BSC0051077,176.9,137.3,22.38553,39.6,48:43.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32378335-013
156,-59.34447,1427.697,6.99527,-65536,05:26.1,45:53.4,32386720,32386720-005,20mm,EPTank,BSC0051077,171.7,132.7,22.71404,39,05:26.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,WM98 - Crushed Anchor,32386720-005
157,-59.26129,1417.288,6.562801,-65536,05:26.1,44:48.1,32386720,32386720-004,20mm,EPTank,BSC0051077,171.5,132.1,22.97376,39.4,05:26.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32386720-004
158,-59.48084,1446.12,6.695638,-65536,22:18.7,49:38.7,32386720,32386720-010,20mm,EPTank,BSC0051077,171.3,132.5,22.65032,38.8,22:18.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,WM02-Strut/Tine BrokenCritical,32386720-010
159,-58.26324,8544.438,0.5504122,-65537,22:18.7,50:21.4,32386720,32386720-012,20mm,EPTank,BSC0051077,173.3,134.8,22.21581,38.5,22:18.7,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32386720-012
160,-59.36248,1391.249,6.721245,-65536,54:39.4,39:15.4,32402908,32402908-004,20mm,EPTank,BSC0051077,173.5,134.7,22.36311,38.8,54:39.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,mustapm,*PASS,32402908-004
161,-59.42725,1380.693,6.966339,-65536,54:39.4,39:41.1,32402908,32402908-006,20mm,EPTank,BSC0051077,173.4,134.4,22.49135,39,54:39.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,mustapm,*PASS,32402908-006
162,-59.40604,1400.898,6.925914,-65536,11:55.9,41:30.1,32402908,32402908-010,20mm,EPTank,BSC0051077,172.2,133.9,22.24158,38.3,11:55.9,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,mustapm,*PASS,32402908-010
163,-59.50158,1404.571,6.837737,-65536,11:55.9,41:40.9,32402908,32402908-011,20mm,EPTank,BSC0051077,174.6,136,22.10767,38.6,11:55.9,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,mustapm,*PASS,32402908-011
164,-59.42772,1425.698,7.034307,-65536,28:10.2,59:06.9,32387056,32387056-001,20mm,EPTank,BSC0051077,171.9,133.2,22.51309,38.7,28:10.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,WM33-Protrusion,32387056-001
165,-59.43313,1428.869,6.912278,-65536,28:10.2,59:22.7,32387056,32387056-002,20mm,EPTank,BSC0051077,172,133.4,22.44186,38.6,28:10.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32387056-002
166,-59.32405,1422.237,6.700369,-65536,49:23.2,01:20.2,32387056,32387056-009,20mm,EPTank,BSC0051077,172.1,133.8,22.2545,38.3,49:23.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32387056-009
167,-59.33244,1416.326,7.073689,-65536,49:23.2,00:49.4,32387056,32387056-007,20mm,EPTank,BSC0051077,170.4,131.5,22.82864,38.9,49:23.2,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32387056-007
168,-59.42124,1407.311,6.92101,-65536,06:05.1,03:22.9,32387056,32387056-014,20mm,EPTank,BSC0051077,173.8,134.7,22.49712,39.1,06:05.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32387056-014
169,-59.48076,1407.878,6.999424,-65536,06:05.1,03:37.7,32387056,32387056-015,20mm,EPTank,BSC0051077,169.6,131.5,22.46462,38.1,06:05.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,abdiz6,*PASS,32387056-015
170,-59.37495,1414.175,6.993763,-65536,32:46.6,24:45.2,32360109,32360109-003,20mm,EPTank,BSC0051077,174.5,136,22.06304,38.5,32:46.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-003
171,-59.01311,1401.546,7.023395,-65536,32:46.6,24:10.0,32360109,32360109-001,20mm,EPTank,BSC0051077,175,135.9,22.34286,39.1,32:46.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-001
172,-59.51995,1418.662,6.913276,-65536,47:57.3,27:42.8,32360109,32360109-009,20mm,EPTank,BSC0051077,176.7,138.4,21.67516,38.3,47:57.3,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-009
173,-59.14431,1415.786,6.978337,-65536,47:57.3,26:05.2,32360109,32360109-007,20mm,EPTank,BSC0051077,176.8,137.8,22.05882,39,47:57.3,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-007
174,-59.3102,1397.378,7.016636,-65536,03:08.4,29:28.2,32360109,32360109-015,20mm,EPTank,BSC0051077,176.6,138,21.8573,38.6,03:08.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-015
175,-59.3899,1406.436,6.735824,-65536,03:08.4,28:57.1,32360109,32360109-013,20mm,EPTank,BSC0051077,174.8,135.9,22.254,38.9,03:08.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32360109-013
176,-59.28503,1409.117,6.821133,-65536,18:59.1,13:04.3,32370806,32370806-004,20mm,EPTank,BSC0051077,176,137.1,22.10227,38.9,18:59.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370806-004
177,-59.20715,1402.174,6.761725,-65536,18:59.1,13:16.1,32370806,32370806-005,20mm,EPTank,BSC0051077,175.7,136.4,22.36767,39.3,18:59.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370806-005
178,-59.42545,1412.596,6.755088,-65536,34:17.9,15:59.3,32370806,32370806-011,20mm,EPTank,BSC0051077,175.3,136.5,22.13349,38.8,34:17.9,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370806-011
179,-59.13605,1413.044,6.957384,-65536,34:17.9,16:22.3,32370806,32370806-012,20mm,EPTank,BSC0051077,175.2,136.1,22.31735,39.1,34:17.9,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370806-012
180,-59.42693,1405.566,6.930716,-65536,49:35.6,15:04.4,32360113,32360113-003,20mm,EPTank,BSC0051077,174.8,136.6,21.85355,38.2,49:35.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32360113-003
181,-59.42902,1419.009,7.068446,-65536,49:35.6,13:19.2,32360113,32360113-001,20mm,EPTank,BSC0051077,175.5,136.5,22.22222,39,49:35.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32360113-001
182,-59.19952,1460.899,6.888531,-65536,17:51.8,16:21.9,32360113,32360113-007,20mm,EPTank,BSC0051077,174.4,139,20.29817,35.4,17:51.8,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32360113-007
183,-59.16938,1457.389,7.826389,-65537,17:51.8,16:56.0,32360113,32360113-008,20mm,EPTank,BSC0051077,175.6,138.5,21.12756,37.1,17:51.8,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,WM33-Protrusion,32360113-008
184,-59.27134,1403.595,6.959225,-65536,54:13.6,27:05.1,32360113,32360113-015,20mm,EPTank,BSC0051077,176.3,137.8,21.83778,38.5,54:13.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32360113-015
185,-59.12696,1405.53,6.702185,-65536,54:13.6,26:25.6,32360113,32360113-013,20mm,EPTank,BSC0051077,174.6,135.9,22.16495,38.7,54:13.6,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,xionj32,*PASS,32360113-013
186,-59.39562,1410.587,6.908992,-65536,09:16.8,37:05.9,32370828,32370828-009,20mm,EPTank,BSC0051077,176.7,139.2,21.22241,37.5,09:16.8,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370828-009
187,-59.32132,1413.425,6.983442,-65536,09:16.8,36:26.0,32370828,32370828-008,20mm,EPTank,BSC0051077,177.4,138,22.2097,39.4,09:16.8,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370828-008
188,-59.44164,1418.115,6.922839,-65536,24:30.5,38:59.2,32370828,32370828-013,20mm,EPTank,BSC0051077,178.4,139.8,21.63677,38.6,24:30.5,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370828-013
189,-59.46659,1407.693,6.820953,-65536,24:30.5,40:21.1,32370828,32370828-015,20mm,EPTank,BSC0051077,178.7,140.8,21.20873,37.9,24:30.5,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,babaevv,*PASS,32370828-015
190,-59.3346,1408.178,6.863708,-65536,44:46.5,32:20.6,32370831,32370831-005,20mm,EPTank,BSC0051077,176.3,137.8,21.83778,38.5,44:46.5,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32370831-005
191,-59.18748,1407.098,7.139903,-65536,44:46.5,31:53.8,32370831,32370831-004,20mm,EPTank,BSC0051077,176.9,138.7,21.59412,38.2,44:46.5,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32370831-004
192,-59.37952,1390.019,6.9856,-65536,00:02.1,35:46.4,32370831,32370831-012,20mm,EPTank,BSC0051077,176.5,138.5,21.52975,38,00:02.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32370831-012
193,-59.03038,1406.582,7.040045,-65536,00:02.1,35:22.2,32370831,32370831-011,20mm,EPTank,BSC0051077,176.1,137.3,22.03294,38.8,00:02.1,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,adragnk,*PASS,32370831-011
194,-59.30189,1439.41,6.906515,-65536,07:26.4,09:04.3,32370844,32370844-004,20mm,EPTank,BSC0051077,177.3,138.5,21.88381,38.8,07:26.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,chanthn,WM16-Rough Surface,32370844-004
195,-59.21552,1436.379,6.941922,-65536,07:26.4,09:46.0,32370844,32370844-006,20mm,EPTank,BSC0051077,178.2,139.7,21.60494,38.5,07:26.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,chanthn,WM16-Rough Surface,32370844-006
196,-59.33132,1455.94,6.914157,-65536,22:23.4,11:43.6,32370844,32370844-011,20mm,EPTank,BSC0051077,174,135.3,22.24138,38.7,22:23.4,9/17/2023 1:29,9/17/2023 19:50,0 days 18:20:25,2,2565.1,6,chanthn,*PASS,32370844-011
